ID_CLIENTE,GENERO_Male,ADULTO_MAYOR_1,CASADO_Yes,PERSONAS_A_CARGO_Yes,TIENE_TELEFONIA_Yes,VARIAS_LINEAS_No phone service,VARIAS_LINEAS_Yes,TIPO_INTERNET_Fiber optic,TIPO_INTERNET_No,SEGURIDAD_EN_LINEA_No internet service,SEGURIDAD_EN_LINEA_Yes,COPIA_DE_SEGURIDAD_No internet service,COPIA_DE_SEGURIDAD_Yes,PROTECCION_DISPOSITIVO_No internet service,PROTECCION_DISPOSITIVO_Yes,SOPORTE_TECNICO_No internet service,SOPORTE_TECNICO_Yes,SERVICIO_TV_No internet service,SERVICIO_TV_Yes,SERVICIOS_STREAMING_No internet service,SERVICIOS_STREAMING_Yes,PERIODO_CONTRATO_One year,PERIODO_CONTRATO_Two year,FACTURACION_ELECTRONICA_Yes,METODO_PAGO_Credit card (automatic),METODO_PAGO_Electronic check,METODO_PAGO_Mailed check,ABANDONO_Yes,MESES_COMO_CLIENTE,COBRO_MENSUAL
5960-MVTUK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.5652173913043478,-0.7470101195952161
6817-WTYHE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5869565217391305,-0.468261269549218
3082-VQXNH,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5652173913043478,-0.7460901563937443
4013-UBXWQ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.4782608695652174,0.07911683532658716
4931-TRZWN,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-0.34782608695652173,0.029438822447102275
0750-EKNGL,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.4782608695652174,-0.9126034958601655
7669-LCRSD,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.3695652173913043,-0.25850965961361544
3567-PQTSO,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.5217391304347826,0.6421343146274151
5519-NPHVG,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.3695652173913043,0.4388224471021161
8043-PNYSD,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.7391304347826086,-0.9346826126954922
9938-EKRGF,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.30434782608695654,0.2594296228150876
2703-AMTUL,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15217391304347827,-0.3072677092916283
0928-JMXNP,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5434782608695652,-0.7442502299908004
8173-RXAYP,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.10869565217391304,-0.9319227230910763
4825-XJGDM,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.6956521739130435,-0.4903403863845445
5402-HTOTQ,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2826086956521739,-0.27690892364305425
6734-JDTTV,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.782608695652174,-0.9291628334866605
7850-THJMU,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,-0.06521739130434782,-0.9328426862925483
3890-RTCMS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.2826086956521739,-0.38454461821527125
8849-GYOKR,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.5434782608695652,0.6660533578656855
3148-BLQJT,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,-0.6086956521739131,-0.9245630174793008
3717-FDJFU,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.5217391304347826,-0.9181232750689972
3665-JATSN,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.21739130434782608,-0.5639374425022998
7966-YOTQW,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.41304347826086957,-0.2916283348666053
0461-CVKMU,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.13043478260869565,0.24747010119595225
8806-EAGWC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.5652173913043478,-0.27966881324747006
8853-TZDGH,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.9347826086956522,0.7589696412143515
7779-LGOVN,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.41304347826086957,0.29990800367985304
4324-BZCKL,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.41304347826086957,-0.27230910763569455
6924-TDGMT,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.391304347826087,-0.9162833486660534
9710-ZUSHQ,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.17391304347826086,0.6697332106715733
1536-YHDOE,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.2608695652173913,-0.15179392824287016
8123-QBNAZ,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.15217391304347827,0.628334866605336
3629-ZNKXA,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,-0.2608695652173913,0.5786568537258511
4827-LTQRJ,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0.8043478260869565,0.7405703771849127
7711-YIJWC,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0.6956521739130435,0.2677092916283351
5482-VXSXJ,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.15217391304347827,0.4204231830726773
7365-BVCJH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.6086956521739131,-0.8454461821527139
9620-ENEJV,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5,0.0036798528058878174
4183-WCSEP,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.043478260869565216,0.14903403863845463
2378-YIZKA,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0.8478260869565217,0.2695492180312789
5498-TXHLF,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.10869565217391304,0.31462741490340407
0689-DSXGL,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2842686292548299
6818-DJXAA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.41304347826086957,0.3817847286108556
9722-UJOJR,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0.007359705611775635
0464-WJTKO,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.9347826086956522,-0.9245630174793008
8902-ZEOVF,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.391304347826087,-0.9254829806807728
6778-EICRF,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,-0.10869565217391304,0.08187672493100281
2662-NNTDK,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.782608695652174,-0.8380864765409384
4132-KALRO,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,-0.5434782608695652,0.5611775528978842
3902-FOIGH,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.3695652173913043,0.5703771849126036
6772-KSATR,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.6086956521739131,0.20883164673413082
7112-OPOTK,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08695652173913043,-0.038638454461821424
2874-YXVVA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.10869565217391304,0.6393744250229991
1245-HARPS,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.32608695652173914,-0.9190432382704692
4210-QFJMF,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.5434782608695652,0.16191352345906188
4323-ELYYB,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.34782608695652173,-0.9264029438822448
4293-ETKAP,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.782608695652174,0.16651333946642158
6064-PUPMC,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.13043478260869565,-0.24195032198712038
6504-VBLFL,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5652173913043478,-0.21619135234590606
6322-PJJDJ,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0.43478260869565216,0.4498620055197793
0330-BGYZE,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.6739130434782609,0.5915363385464583
1085-LDWAM,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.8695652173913043,-0.9199632014719411
7586-ZATGZ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2391304347826087,0.2677092916283351
7197-VOJMM,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0.8260869565217391,-0.02115915363385449
3318-OSATS,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.13043478260869565,0.46182152713891467
5828-AVIPD,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,-0.21739130434782608,0.5630174793008281
1843-TLSGD,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.34782608695652173,-0.9107635694572217
9626-VFRGG,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.33394664213431474
7075-BNDVQ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5434782608695652,-0.6504139834406624
9143-CANJF,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.10869565217391304,-0.27966881324747006
7284-BUYEC,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-0.5217391304347826,-0.35694572217111303
2041-JIJCI,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.5217391304347826,-0.11683532658693643
1086-LXKFY,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.6086956521739131,-0.02299908003679853
4900-MSOMT,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.9347826086956522,0.18123275068997258
2229-VWQJH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.10869565217391304,-0.3873045078196872
9194-GFVOI,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.2826086956521739,0.2575896964121435
1336-EZFZY,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.5434782608695652,-0.9254829806807728
4282-MSACW,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.8478260869565217,0.862005519779209
1403-LKLIK,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.08695652173913043,-0.9245630174793008
2636-ALXXZ,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.6086956521739131,-0.013799448022079119
7774-OJSXI,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.043478260869565216,0.6090156393744253
7786-WBJYI,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5434782608695652,0.13983440662373522
0136-IFMYD,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.8695652173913043,0.7286108555657776
5144-TVGLP,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.1956521739130435,0.4489420423183074
9643-AVVWI,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.5652173913043478,0.17755289788408476
0253-ZTEOB,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.41304347826086957,0.17111315547378128
2706-QZIHY,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.30434782608695654,-0.8307267709291628
6061-PQHMK,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.08695652173913043,-0.9282428702851886
9885-CSMWE,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.6086956521739131,0.14903403863845463
6137-MFAJN,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.41304347826086957,-0.47010119595216193
9122-UMROB,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.6086956521739131,-0.9208831646734131
4232-JGKIY,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.6086956521739131,-0.9411223551057957
2402-TAIRZ,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.17391304347826086,0.17847286108555666
9659-ZTWSM,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0.8043478260869565,0.6807727690892365
9139-TWBAS,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.06521739130434782,-0.4139834406623734
6685-GBWJZ,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.7391304347826086,0.008279668813247524
5016-ETTFF,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.41304347826086957,-0.7516099356025758
3866-MDTUB,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.5869565217391305,0.007359705611775635
2195-VVRJF,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.2391304347826087,-0.20699172033118665
3913-RDSJZ,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.7608695652173914,-0.8242870285188593
8058-JMEQO,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.43478260869565216,0.2594296228150876
4203-QGNZA,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.021739130434782608,-0.9218031278748849
5043-TRZWM,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6086956521739131,0.09567617295308194
0697-ZMSWS,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.5434782608695652,0.28150873965041423
7657-DYEPJ,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0.1956521739130435,-0.003679852805887556
9494-BDNNC,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.8043478260869565,0.45906163753449875
1640-PLFMP,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.6086956521739131,-0.001839926402943778
5366-OBVMR,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.2391304347826087,-0.36890524379024836
8276-MQBYC,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.4782608695652174,0.5050597976080958
7644-OMVMY,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.6304347826086957,-0.9291628334866605
7593-XFKDI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6086956521739131,-0.44250229990800366
4573-JKNAE,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-0.3695652173913043,-0.9383624655013799
0337-CNPZE,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.2608695652173913,0.6614535418583258
9817-APLHW,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.3695652173913043,-0.8344066237350506
8380-MQINP,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.5652173913043478,-0.9208831646734131
0840-DFEZH,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.4782608695652174,0.09199632014719412
1513-XNPPH,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,-0.3695652173913043,0.3505059797608098
8690-ZVLCL,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.8478260869565217,0.32474701011959534
6015-VVHHE,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,-0.5217391304347826,0.23551057957681715
1125-SNVCK,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43478260869565216,-0.48850045998160074
0384-LPITE,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.2391304347826087,-0.1527138914443422
4616-EWBNJ,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-0.2826086956521739,-0.9245630174793008
6347-DCUIK,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.41304347826086957,0.06991720331186774
1335-HQMKX,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.9347826086956522,0.5703771849126036
2545-EBUPK,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.5869565217391305,0.25206991720331196
6923-AQONU,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.13043478260869565,-0.9098436062557498
2172-EJXVF,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.9130434782608695,0.6540938362465504
0897-FEGMU,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.391304347826087,0.5363385464581418
7663-RGWBC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.6086956521739131,-0.4820607175712971
1120-BMWUB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-0.2826086956521739,-0.3026678932842686
9124-LHCJQ,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,-0.6086956521739131,0.2778288868445264
4536-PLEQY,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.3695652173913043,0.27046918123275077
7029-IJEJK,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.5434782608695652,-0.482980680772769
8871-JLMHM,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.8478260869565217,0.3652253909843608
2235-ZGKPT,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5434782608695652,-0.3587856485740569
3891-PUQOD,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.6086956521739131,-0.20515179392824273
5447-VYTKW,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.043478260869565216,-0.31094756209751595
3623-FQBOX,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-0.17391304347826086,-0.9273229070837166
0689-NKYLF,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,-0.34782608695652173,0.23643054277828904
8659-HDIYE,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7608695652173914,0.07911683532658716
3658-KIBGF,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.6086956521739131,-0.28426862925482976
3474-BAFSJ,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.6086956521739131,-0.2364305427782888
5519-YLDGW,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.17391304347826086,0.6172953081876728
3865-ZFZIB,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.21739130434782608,-0.9328426862925483
1855-AGAWH,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.043478260869565216,0.4314627414903405
7109-CQYUZ,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0.5,0.3477460901563939
1370-GGAWX,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0.3695652173913043,0.43790248390064423
4680-KUTAJ,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.391304347826087,-0.2713891444342225
5307-UVGNB,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5217391304347826,-0.3983440662373504
4946-EDSEW,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.391304347826087,-0.9402023919043239
2883-ILGWO,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.6086956521739131,0.6356945722171116
2516-VQRRV,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.5869565217391305,0.09383624655013816
7580-UGXNC,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5869565217391305,-0.2851885924563016
3642-BYHDO,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.9130434782608695,-0.9282428702851886
9629-NHXFW,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-0.6086956521739131,-0.937442502299908
2696-RZVZW,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.8478260869565217,-0.8334866605335787
5766-FTRTS,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.9347826086956522,0.2594296228150876
0396-HUJBP,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.5869565217391305,-0.939282428702852
5178-LMXOP,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.6086956521739131,0.4553817847286109
